primary_drug,max_clinical_phase,trial_activity_count,trial_status_most_recent,first_trial_date,last_trial_date,approval_date_first,approved,active_trials,completed_trials,terminated_trials,data_source,created_at,last_updated
ALIMTA plus Epirubicin,0,1,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.554365,2025-09-05 06:27:07.554367
ALK HDM tablet,0,1,COMPLETED,2006-08-01,2006-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.556189,2025-09-05 06:27:07.556191
ALKS 2680,0,1,COMPLETED,2024-03-28,2024-03-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.558098,2025-09-05 06:27:07.558099
ALKS 3831,0,1,COMPLETED,2016-01-20,2016-01-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.559938,2025-09-05 06:27:07.559939
ALKS 5461,0,1,COMPLETED,2017-06-12,2017-06-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.562016,2025-09-05 06:27:07.562018
ALN-SOD,0,1,RECRUITING,2024-08-28,2024-08-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.563897,2025-09-05 06:27:07.563899
ALRN-6924,0,1,COMPLETED,2014-10-01,2014-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.565786,2025-09-05 06:27:07.565787
ALS-008176,0,1,COMPLETED,2016-06-02,2016-06-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.567683,2025-09-05 06:27:07.567685
ALXN2080,0,1,COMPLETED,2024-01-10,2024-01-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.569543,2025-09-05 06:27:07.569545
ALXN2420,0,1,NOT_YET_RECRUITING,2025-10-17,2025-10-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.571479,2025-09-05 06:27:07.571480
AM-111 0.4 mg/ml,0,1,TERMINATED,2016-06-01,2016-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.573310,2025-09-05 06:27:07.573311
AMC303,0,1,COMPLETED,2016-12-01,2016-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.575231,2025-09-05 06:27:07.575233
AMG 162,0,1,COMPLETED,2004-08-01,2004-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.577138,2025-09-05 06:27:07.577139
AMG 256,0,1,COMPLETED,2020-09-15,2020-09-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.579032,2025-09-05 06:27:07.579034
AMG 333,0,1,COMPLETED,2013-10-01,2013-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.580898,2025-09-05 06:27:07.580899
AMG 745 0.3 mg/kg,0,1,WITHDRAWN,2010-04-01,2010-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.582740,2025-09-05 06:27:07.582741
AMG 954/Panitumumab,0,1,WITHDRAWN,2006-03-01,2006-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.584633,2025-09-05 06:27:07.584634
AMN107,0,2,COMPLETED,2006-01-01,2008-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.586523,2025-09-05 06:27:07.586524
AMP945 ascending doses,0,1,ACTIVE_NOT_RECRUITING,2022-05-31,2022-05-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.588463,2025-09-05 06:27:07.588465
"AMR101 (VASCEPA, icosapent ethyl)",0,1,WITHDRAWN,2019-11-30,2019-11-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.590340,2025-09-05 06:27:07.590342
AMZ001,0,1,COMPLETED,2018-10-04,2018-10-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.592227,2025-09-05 06:27:07.592228
"AN2690, 2.5%",0,1,COMPLETED,2006-06-30,2006-06-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.594071,2025-09-05 06:27:07.594073
ANEB-001,0,1,COMPLETED,2021-12-15,2021-12-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.595946,2025-09-05 06:27:07.595947
ANS-6637 Oral Tablet,0,1,COMPLETED,2017-02-27,2017-02-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.597819,2025-09-05 06:27:07.597820
ANS014004,0,1,RECRUITING,2024-06-24,2024-06-24,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.599680,2025-09-05 06:27:07.599681
ANT3310,0,1,COMPLETED,2024-07-19,2024-07-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.601540,2025-09-05 06:27:07.601541
AP01,0,1,RECRUITING,2024-04-03,2024-04-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.603427,2025-09-05 06:27:07.603429
AP1903,0,1,ACTIVE_NOT_RECRUITING,2011-11-01,2011-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.605257,2025-09-05 06:27:07.605258
AP306 75mg TID,0,1,NOT_YET_RECRUITING,2025-04-10,2025-04-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.607128,2025-09-05 06:27:07.607130
APG-2449,0,1,RECRUITING,2019-05-27,2019-05-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.609012,2025-09-05 06:27:07.609013
APX001,0,1,COMPLETED,2019-11-12,2019-11-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.610850,2025-09-05 06:27:07.610851
APX001 single IV dose,0,1,COMPLETED,2016-10-31,2016-10-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.612705,2025-09-05 06:27:07.612706
AQW051,0,1,COMPLETED,2006-05-01,2006-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.614480,2025-09-05 06:27:07.614481
AR-13324 Ophthalmic Solution 0.02%,0,1,COMPLETED,2015-09-01,2015-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.616334,2025-09-05 06:27:07.616335
AR-42,0,1,TERMINATED,2015-12-01,2015-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.618358,2025-09-05 06:27:07.618360
AR/101,0,1,UNKNOWN,2016-08-01,2016-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.620189,2025-09-05 06:27:07.620191
ARC-520,0,1,COMPLETED,2015-09-01,2015-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.622038,2025-09-05 06:27:07.622040
ARD-0403,0,1,COMPLETED,2007-05-01,2007-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.623902,2025-09-05 06:27:07.623903
ARQ-151 cream 0.05%,0,1,RECRUITING,2025-06-09,2025-06-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.625741,2025-09-05 06:27:07.625742
"ARRY-334543, EGFR/ErbB2 inhibitor; oral",0,1,COMPLETED,2009-03-01,2009-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.627638,2025-09-05 06:27:07.627640
"ARRY-371797, p38 inhibitor; oral",0,1,COMPLETED,2011-06-01,2011-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.629474,2025-09-05 06:27:07.629476
ARRY-382,0,1,TERMINATED,2016-09-01,2016-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.631450,2025-09-05 06:27:07.631452
ARX517,0,1,RECRUITING,2024-12-09,2024-12-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.633304,2025-09-05 06:27:07.633306
ASC22 group,0,1,UNKNOWN,2022-06-29,2022-06-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.635181,2025-09-05 06:27:07.635183
ASC41,0,1,COMPLETED,2020-09-16,2020-09-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.637022,2025-09-05 06:27:07.637023
ASC42 10mg,0,1,COMPLETED,2022-01-10,2022-01-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.638927,2025-09-05 06:27:07.638929
ASC47 +Semaglutide,0,1,RECRUITING,2025-04-18,2025-04-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.640815,2025-09-05 06:27:07.640816
ASLAN003 ACTIVE,0,1,COMPLETED,2013-08-01,2013-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.642682,2025-09-05 06:27:07.642684
ASM-024,0,1,COMPLETED,2013-08-01,2013-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.644597,2025-09-05 06:27:07.644599
ASN002,0,1,TERMINATED,2018-09-29,2018-09-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.646494,2025-09-05 06:27:07.646496
ASP-1001 nasal spray,0,1,COMPLETED,2010-01-01,2010-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.648349,2025-09-05 06:27:07.648350
ASP0598,0,1,TERMINATED,2020-09-10,2020-09-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.650223,2025-09-05 06:27:07.650225
ASP1707 single dose of dose levels 1 -7,0,1,COMPLETED,2010-06-01,2010-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.652057,2025-09-05 06:27:07.652059
ASP1941,0,1,COMPLETED,2011-10-27,2011-10-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.653976,2025-09-05 06:27:07.653984
ASP3662,0,1,TERMINATED,2015-05-27,2015-05-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.655849,2025-09-05 06:27:07.655850
ASP4345,0,1,COMPLETED,2016-03-28,2016-03-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.657724,2025-09-05 06:27:07.657725
ASP8062,0,2,COMPLETED,2017-05-08,2017-06-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.659609,2025-09-05 06:27:07.659610
ASTX727 + Day 2 Food,0,1,COMPLETED,2018-11-08,2018-11-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.661494,2025-09-05 06:27:07.661495
AT-1501,0,1,TERMINATED,2022-03-21,2022-03-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.663413,2025-09-05 06:27:07.663415
ATB-320,0,1,NOT_YET_RECRUITING,2025-06-01,2025-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.665285,2025-09-05 06:27:07.665287
ATG-008,0,1,UNKNOWN,2020-04-23,2020-04-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.667154,2025-09-05 06:27:07.667155
ATG-Fresenius S,0,1,COMPLETED,2003-02-01,2003-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.668986,2025-09-05 06:27:07.668987
ATRA,0,1,RECRUITING,2024-10-10,2024-10-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.670884,2025-09-05 06:27:07.670885
ATTO-1310,0,1,RECRUITING,2025-01-14,2025-01-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.672734,2025-09-05 06:27:07.672736
AUY922,0,2,COMPLETED,2008-11-01,2008-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.674766,2025-09-05 06:27:07.674767
AV 101 (4-Chlorokynurenine),0,1,COMPLETED,2015-10-14,2015-10-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.676669,2025-09-05 06:27:07.676670
AV5080,0,1,COMPLETED,2017-11-13,2017-11-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.678585,2025-09-05 06:27:07.678587
AV650,0,1,COMPLETED,2007-04-01,2007-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.680432,2025-09-05 06:27:07.680434
AVE5530,0,1,COMPLETED,2007-02-01,2007-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.682291,2025-09-05 06:27:07.682293
AVI-7100,0,1,TERMINATED,2011-06-01,2011-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.684146,2025-09-05 06:27:07.684147
AXR-159,0,1,COMPLETED,2018-06-26,2018-06-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.686008,2025-09-05 06:27:07.686010
AXR-270 Low Dose,0,1,COMPLETED,2020-06-16,2020-06-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.687887,2025-09-05 06:27:07.687888
AZD0486,0,1,RECRUITING,2023-12-29,2023-12-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.689922,2025-09-05 06:27:07.689923
AZD1940,0,1,COMPLETED,2008-03-01,2008-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.691802,2025-09-05 06:27:07.691804
AZD2014,0,1,ACTIVE_NOT_RECRUITING,2016-04-01,2016-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.693626,2025-09-05 06:27:07.693627
AZD2014 3 on/4 off & weekly paclitaxel,0,1,COMPLETED,2013-04-26,2013-04-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.695491,2025-09-05 06:27:07.695492
AZD3043,0,2,COMPLETED,2009-09-01,2009-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.697382,2025-09-05 06:27:07.697384
AZD4547,0,1,UNKNOWN,2021-06-03,2021-06-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.699257,2025-09-05 06:27:07.699259
AZD4635,0,1,COMPLETED,2019-07-04,2019-07-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.701155,2025-09-05 06:27:07.701156
AZD4831,0,1,COMPLETED,2022-01-21,2022-01-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.703096,2025-09-05 06:27:07.703097
AZD5055 solution for infusion,0,1,COMPLETED,2022-11-04,2022-11-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.704921,2025-09-05 06:27:07.704923
AZD5718,0,1,TERMINATED,2020-10-01,2020-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.706783,2025-09-05 06:27:07.706784
AZD7325 (High-Dose),0,1,COMPLETED,2018-01-16,2018-01-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.708691,2025-09-05 06:27:07.708692
AZD8309,0,1,COMPLETED,2009-03-01,2009-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.710515,2025-09-05 06:27:07.710516
AZD8330,0,1,COMPLETED,2007-03-01,2007-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.712340,2025-09-05 06:27:07.712341
AZD8566,0,1,COMPLETED,2009-03-01,2009-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.714271,2025-09-05 06:27:07.714272
"AZD9150, Durvalumab",0,1,COMPLETED,2018-01-30,2018-01-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.716092,2025-09-05 06:27:07.716094
AZD9550,0,1,ACTIVE_NOT_RECRUITING,2023-09-29,2023-09-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.717992,2025-09-05 06:27:07.717994
AZD9819,0,1,COMPLETED,2010-08-01,2010-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.719842,2025-09-05 06:27:07.719844
AZLI,0,1,COMPLETED,2011-04-01,2011-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.721650,2025-09-05 06:27:07.721651
AZR-MD-001 Active,0,1,COMPLETED,2020-07-17,2020-07-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.723625,2025-09-05 06:27:07.723626
Abacavir/Lamivudine,0,1,COMPLETED,2010-11-01,2010-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.725452,2025-09-05 06:27:07.725453
Abatacept,0,4,COMPLETED,2007-05-01,2013-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.727370,2025-09-05 06:27:07.727371
Abatacept Active Treatment,0,1,COMPLETED,2011-01-01,2011-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.729234,2025-09-05 06:27:07.729235
Abatacept plus Aldesleukin,0,1,RECRUITING,2024-05-06,2024-05-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.731237,2025-09-05 06:27:07.731239
Abediterol,0,1,COMPLETED,2016-11-24,2016-11-24,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.733087,2025-09-05 06:27:07.733088
Abilify (aripiprazole),0,1,UNKNOWN,2007-10-01,2007-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.735001,2025-09-05 06:27:07.735003
Abiraterone Acetate,0,2,COMPLETED,2017-03-09,2017-03-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.736944,2025-09-05 06:27:07.736946
Abiraterone acetate: participants with end-stage renal disease,0,1,COMPLETED,2009-08-01,2009-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.738793,2025-09-05 06:27:07.738795
Ablavar,0,1,COMPLETED,2009-10-01,2009-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.740668,2025-09-05 06:27:07.740669
Abraxane,0,1,COMPLETED,2007-05-01,2007-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.742516,2025-09-05 06:27:07.742517
Abxicimab,0,1,COMPLETED,1996-07-01,1996-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.744403,2025-09-05 06:27:07.744405
Acalabrutinib,0,2,ACTIVE_NOT_RECRUITING,2020-10-15,2020-12-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.746277,2025-09-05 06:27:07.746279
Acamprosate calcium,0,1,RECRUITING,2025-05-07,2025-05-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.748161,2025-09-05 06:27:07.748163
Acarbose,0,1,COMPLETED,1998-02-01,1998-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.749998,2025-09-05 06:27:07.749999
Acetaminophen,0,5,COMPLETED,2006-05-01,2012-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.751848,2025-09-05 06:27:07.751849
Acetaminophen/APAP,0,1,UNKNOWN,2011-10-01,2011-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.753752,2025-09-05 06:27:07.753753
Acetazolamide,0,1,RECRUITING,2022-12-02,2022-12-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.755644,2025-09-05 06:27:07.755645
Acetylcholine,0,2,UNKNOWN,2019-04-01,2019-04-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.757548,2025-09-05 06:27:07.757550
Acetylcysteine (NAC),0,1,COMPLETED,2003-01-01,2003-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.759411,2025-09-05 06:27:07.759413
Acetylsalicylic Acid (Aspirin BAY1019036),0,1,COMPLETED,2010-02-01,2010-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.761273,2025-09-05 06:27:07.761275
Acipimox,0,1,COMPLETED,2016-06-01,2016-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.763145,2025-09-05 06:27:07.763146
Acoramidis,0,1,WITHDRAWN,2021-09-08,2021-09-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.765011,2025-09-05 06:27:07.765013
Acoziborole,0,1,COMPLETED,2021-12-30,2021-12-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.766931,2025-09-05 06:27:07.766933
Acthrel,0,1,WITHDRAWN,2016-12-01,2016-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.768768,2025-09-05 06:27:07.768770
Active comparator: Modafinil + placebo,0,1,COMPLETED,2016-09-01,2016-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.770629,2025-09-05 06:27:07.770630
Active drug for chronic migraine treatment.,0,1,RECRUITING,2025-03-04,2025-03-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.772504,2025-09-05 06:27:07.772506
Actos,0,1,COMPLETED,2007-06-01,2007-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.774347,2025-09-05 06:27:07.774348
Acular LS,0,1,TERMINATED,2007-05-01,2007-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.776277,2025-09-05 06:27:07.776278
Acyclovir,0,2,COMPLETED,2015-12-06,2024-02-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.778126,2025-09-05 06:27:07.778128
Acyline,0,2,COMPLETED,2004-05-01,2007-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.779997,2025-09-05 06:27:07.779999
Adavosertib,0,1,ACTIVE_NOT_RECRUITING,2019-01-29,2019-01-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.781813,2025-09-05 06:27:07.781815
Adderall,0,1,COMPLETED,2018-11-10,2018-11-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.783728,2025-09-05 06:27:07.783730
Adding 100ml of 20% human albumin to cardiopulmonary bypass priming solution,0,1,COMPLETED,2022-09-01,2022-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.785596,2025-09-05 06:27:07.785598
Addition of anti-GD2 immunotherapy (Naxitamab) at the stage of induction chemotherapy,0,1,RECRUITING,2024-05-06,2024-05-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.787456,2025-09-05 06:27:07.787457
"Adebrelimab, Irinotecan Liposome (II)",0,1,NOT_YET_RECRUITING,2024-04-01,2024-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.790564,2025-09-05 06:27:07.790566
Adhansia XR,0,1,TERMINATED,2021-08-03,2021-08-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.792498,2025-09-05 06:27:07.792499
Adipose Derived Mesenchymal Stem Cells,0,1,RECRUITING,2020-05-15,2020-05-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.794357,2025-09-05 06:27:07.794359
Adjuvant analgesia,0,1,NOT_YET_RECRUITING,2024-11-01,2024-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.796259,2025-09-05 06:27:07.796261
Administration of METHOXYFLURANE,0,1,RECRUITING,2023-05-01,2023-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.798147,2025-09-05 06:27:07.798149
Administration of T4P1001 capsules,0,1,COMPLETED,2014-03-01,2014-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.799969,2025-09-05 06:27:07.799970
Adoptive TIL-TCM transfer therapy,0,1,UNKNOWN,2021-04-02,2021-04-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.801867,2025-09-05 06:27:07.801868
Adrenaline,0,1,RECRUITING,2024-04-01,2024-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.803752,2025-09-05 06:27:07.803753
Adriamycin,0,1,COMPLETED,1994-05-01,1994-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.805618,2025-09-05 06:27:07.805619
"Adriamycin, cyclophosphamide, vindesine, valproic acid",0,1,COMPLETED,2008-09-01,2008-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.807486,2025-09-05 06:27:07.807488
Adult patients diagnosed and treated for high blood pressure,0,1,TERMINATED,2020-09-01,2020-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.809380,2025-09-05 06:27:07.809382
Advagraf®,0,1,TERMINATED,2009-07-01,2009-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.811246,2025-09-05 06:27:07.811248
Aerosolized iloprost,0,1,TERMINATED,2004-09-01,2004-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.813075,2025-09-05 06:27:07.813076
Aerosoltherapy,0,1,RECRUITING,2018-08-01,2018-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.814960,2025-09-05 06:27:07.814961
Afatinib,0,3,COMPLETED,2015-08-01,2015-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.816841,2025-09-05 06:27:07.816843
Afimkibart,0,1,RECRUITING,2024-09-17,2024-09-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.818734,2025-09-05 06:27:07.818736
"Aflibercept (Eylea, BAY86-5321)",0,1,COMPLETED,2019-05-12,2019-05-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.820642,2025-09-05 06:27:07.820643
"Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)",0,1,COMPLETED,2014-12-05,2014-12-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.822523,2025-09-05 06:27:07.822524
"Aflibercept 2Mg/0.05Ml Inj,Oph",0,1,RECRUITING,2024-10-28,2024-10-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.824451,2025-09-05 06:27:07.824452
Akt Inhibitor MK2206,0,1,COMPLETED,2011-04-01,2011-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.826306,2025-09-05 06:27:07.826308
Al18F-NOTA-FAPI,0,1,RECRUITING,2023-01-08,2023-01-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.828212,2025-09-05 06:27:07.828213
Alanyl-glutamine,0,1,TERMINATED,2015-04-01,2015-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.830034,2025-09-05 06:27:07.830036
Albaconazole oral solution,0,1,TERMINATED,2004-06-01,2004-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.831901,2025-09-05 06:27:07.831902
Albendazole (annual),0,1,COMPLETED,2011-05-01,2011-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.833753,2025-09-05 06:27:07.833755
Albuterol,0,3,WITHDRAWN,1993-09-01,2015-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:07.835701,2025-09-05 06:27:07.835702
