compound_id,chembl_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL41,CHEMBL41,FLUOXETINE,['FLUOXETINE'],CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CHEMBL41,success,309.33,4.44,1.0,2.0,6.0,21.26,2.0,22.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688098,,,
CHEMBL_CHEMBL443,CHEMBL443,SULFAMETHOXAZOLE,['SULFAMETHOXAZOLE'],Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CHEMBL443,success,253.28,1.37,2.0,5.0,3.0,98.22,2.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688100,,,
CHEMBL_CHEMBL444,CHEMBL444,BARBITAL,['BARBITAL'],CCC1(CC)C(=O)NC(=O)NC1=O,CHEMBL444,success,184.19,0.16,2.0,3.0,2.0,75.27,0.0,13.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688103,,,
CHEMBL_CHEMBL42,CHEMBL42,CLOZAPINE,['CLOZAPINE'],CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,success,326.83,3.72,1.0,4.0,0.0,30.87,2.0,23.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688105,,,
CHEMBL_CHEMBL445,CHEMBL445,NORTRIPTYLINE,['NORTRIPTYLINE'],CNCCC=C1c2ccccc2CCc2ccccc21,CHEMBL445,success,263.38,3.83,1.0,1.0,3.0,12.03,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688107,,,
CHEMBL_CHEMBL446,CHEMBL446,SULFAMETHAZINE,['SULFAMETHAZINE'],Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL446,success,278.34,1.48,2.0,5.0,3.0,97.97,2.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688109,,,
CHEMBL_CHEMBL447,CHEMBL447,SECOBARBITAL,['SECOBARBITAL'],C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,CHEMBL447,success,238.29,1.35,2.0,3.0,5.0,75.27,0.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688112,,,
CHEMBL_CHEMBL448,CHEMBL448,PENTOBARBITAL,['PENTOBARBITAL'],CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CHEMBL448,success,226.28,1.18,2.0,3.0,4.0,75.27,0.0,16.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688114,,,
CHEMBL_CHEMBL267894,CHEMBL267894,AMOBARBITAL,['AMOBARBITAL'],CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CHEMBL267894,success,226.28,1.18,2.0,3.0,4.0,75.27,0.0,16.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688116,,,
CHEMBL_CHEMBL449,CHEMBL449,BUTABARBITAL,['BUTABARBITAL'],CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CHEMBL449,success,212.25,0.79,2.0,3.0,3.0,75.27,0.0,15.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688119,,,
CHEMBL_CHEMBL450,CHEMBL450,METHARBITAL,['METHARBITAL'],CCC1(CC)C(=O)NC(=O)N(C)C1=O,CHEMBL450,success,198.22,0.50,1.0,3.0,2.0,66.48,0.0,14.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688121,,,
CHEMBL_CHEMBL451,CHEMBL451,CHLORDIAZEPOXIDE,['CHLORDIAZEPOXIDE'],CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CHEMBL451,success,299.76,2.95,1.0,3.0,1.0,50.46,2.0,21.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688123,,,
CHEMBL_CHEMBL266349,CHEMBL266349,MELAGATRAN,['MELAGATRAN'],N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,CHEMBL266349,success,429.52,0.81,5.0,5.0,9.0,148.61,1.0,31.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688125,,,
CHEMBL_CHEMBL452,CHEMBL452,CLONAZEPAM,['CLONAZEPAM'],O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,success,315.72,3.04,1.0,4.0,2.0,84.60,2.0,22.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688127,,,
CHEMBL_CHEMBL453,CHEMBL453,SULFISOXAZOLE,['SULFISOXAZOLE'],Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,CHEMBL453,success,267.31,1.67,2.0,5.0,3.0,98.22,2.0,18.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688129,,,
CHEMBL_CHEMBL268869,CHEMBL268869,SULFAMETHOXYPYRIDAZINE,['SULFAMETHOXYPYRIDAZINE'],COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,CHEMBL268869,success,280.31,0.87,2.0,6.0,4.0,107.20,2.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688132,,,
CHEMBL_CHEMBL454,CHEMBL454,BUTALBITAL,['BUTALBITAL'],C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,CHEMBL454,success,224.26,0.96,2.0,3.0,4.0,75.27,0.0,16.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688135,,,
CHEMBL_CHEMBL455,CHEMBL455,SULFACETAMIDE,['SULFACETAMIDE'],CC(=O)NS(=O)(=O)c1ccc(N)cc1,CHEMBL455,success,214.25,0.09,2.0,4.0,2.0,89.26,1.0,14.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688138,,,
CHEMBL_CHEMBL43,CHEMBL43,AMSACRINE,['AMSACRINE'],COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,CHEMBL43,success,393.47,4.51,2.0,5.0,5.0,80.32,4.0,28.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688140,,,
CHEMBL_CHEMBL456,CHEMBL456,ETHACRYNIC ACID,['ETHACRYNIC ACID'],C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,CHEMBL456,success,303.14,3.61,1.0,3.0,6.0,63.60,1.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688142,,,
CHEMBL_CHEMBL267744,CHEMBL267744,TICRYNAFEN,['TICRYNAFEN'],O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,CHEMBL267744,success,331.18,3.75,1.0,4.0,5.0,63.60,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688144,,,
CHEMBL_CHEMBL457,CHEMBL457,GEMFIBROZIL,['GEMFIBROZIL'],Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,CHEMBL457,success,250.34,3.57,1.0,2.0,6.0,46.53,1.0,18.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688146,,,
CHEMBL_CHEMBL45,CHEMBL45,MELATONIN,['MELATONIN'],COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CHEMBL45,success,232.28,1.86,2.0,2.0,4.0,54.12,2.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688150,,,
CHEMBL_CHEMBL8085,CHEMBL8085,LYSINE,['LYSINE'],NCCCC[C@H](N)C(=O)O,CHEMBL8085,success,146.19,-0.47,3.0,3.0,5.0,89.34,0.0,10.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688153,,,
CHEMBL_CHEMBL46,CHEMBL46,ONDANSETRON,['ONDANSETRON'],Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,CHEMBL46,success,293.37,3.13,0.0,4.0,2.0,39.82,3.0,22.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:00.688155,,,
CHEMBL_CHEMBL57242,CHEMBL57242,AZILSARTAN,['AZILSARTAN'],CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CHEMBL57242,success,456.46,4.19,2.0,7.0,7.0,123.24,5.0,34.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130443,,,
CHEMBL_CHEMBL298406,CHEMBL298406,ECOPIPAM,['ECOPIPAM'],CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,CHEMBL298406,success,313.83,3.98,1.0,2.0,0.0,23.47,2.0,22.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130458,,,
CHEMBL_CHEMBL56900,CHEMBL56900,LERISETRON,['LERISETRON'],c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,CHEMBL56900,success,292.39,2.49,1.0,4.0,3.0,33.09,3.0,22.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130463,,,
CHEMBL_CHEMBL58061,CHEMBL58061,CO-TRIMOXAZOLE,['CO-TRIMOXAZOLE'],COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CHEMBL58061,success,543.61,,,,,,,,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130466,,,
CHEMBL_CHEMBL954,CHEMBL954,ENCLOMIPHENE,['ENCLOMIPHENE'],CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,CHEMBL954,success,405.97,6.56,0.0,2.0,9.0,12.47,3.0,29.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130470,,,
CHEMBL_CHEMBL60889,CHEMBL60889,MOSAPRIDE,['MOSAPRIDE'],CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CHEMBL60889,success,421.90,3.09,2.0,5.0,7.0,76.82,2.0,29.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130473,,,
CHEMBL_CHEMBL61780,CHEMBL61780,TEZOSENTAN,['TEZOSENTAN'],COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,CHEMBL61780,success,605.64,3.21,3.0,13.0,12.0,200.11,5.0,43.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130477,,,
CHEMBL_CHEMBL64130,CHEMBL64130,NAPABUCASIN,['NAPABUCASIN'],CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,CHEMBL64130,success,240.21,2.26,0.0,4.0,1.0,64.35,2.0,18.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130481,,,
CHEMBL_CHEMBL65567,CHEMBL65567,CREATININE,['CREATININE'],CN1CC(=O)NC1=N,CHEMBL65567,success,113.12,-1.02,2.0,2.0,0.0,56.19,0.0,8.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130485,,,
CHEMBL_CHEMBL291657,CHEMBL291657,CRINECERFONT,['CRINECERFONT'],C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,CHEMBL291657,success,483.05,7.52,0.0,4.0,8.0,25.36,3.0,33.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130493,,,
CHEMBL_CHEMBL66092,CHEMBL66092,LAQUINIMOD,['LAQUINIMOD'],CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,CHEMBL66092,success,356.81,3.56,1.0,4.0,3.0,62.54,3.0,25.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130497,,,
CHEMBL_CHEMBL67279,CHEMBL67279,TALABOSTAT,['TALABOSTAT'],CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL67279,success,214.07,,,,,,,,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130500,,,
CHEMBL_CHEMBL68117,CHEMBL68117,VOSAROXIN,['VOSAROXIN'],CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,CHEMBL68117,success,401.45,0.96,2.0,9.0,5.0,109.58,3.0,28.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130504,,,
CHEMBL_CHEMBL165,CHEMBL165,RESVERATROL,['RESVERATROL'],Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,CHEMBL165,success,228.25,2.97,3.0,3.0,2.0,60.69,2.0,17.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130507,,,
CHEMBL_CHEMBL68055,CHEMBL68055,ACOLBIFENE,['ACOLBIFENE'],CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,CHEMBL68055,success,457.57,6.03,2.0,5.0,6.0,62.16,3.0,34.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130511,,,
CHEMBL_CHEMBL303933,CHEMBL303933,PIPERAQUINE,['PIPERAQUINE'],Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,CHEMBL303933,success,535.52,5.42,0.0,6.0,6.0,38.74,4.0,37.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130514,,,
CHEMBL_CHEMBL69308,CHEMBL69308,PELUBIPROFEN,['PELUBIPROFEN'],CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,CHEMBL69308,success,258.32,3.40,1.0,2.0,3.0,54.37,1.0,19.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130518,,,
CHEMBL_CHEMBL71263,CHEMBL71263,VADIMEZAN,['VADIMEZAN'],Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,CHEMBL71263,success,282.30,3.19,1.0,3.0,2.0,67.51,3.0,21.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130521,,,
CHEMBL_CHEMBL70663,CHEMBL70663,DAPIVIRINE,['DAPIVIRINE'],Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,CHEMBL70663,success,329.41,4.76,2.0,5.0,4.0,73.63,3.0,25.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130525,,,
CHEMBL_CHEMBL308148,CHEMBL308148,SAREDUTANT,['SAREDUTANT'],CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,CHEMBL308148,success,552.55,6.37,1.0,3.0,9.0,52.65,3.0,38.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130528,,,
CHEMBL_CHEMBL1016,CHEMBL1016,CANDESARTAN,['CANDESARTAN'],CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL1016,success,440.46,4.03,2.0,7.0,7.0,118.81,5.0,33.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130531,,,
CHEMBL_CHEMBL166,CHEMBL166,MELARSOPROL,['MELARSOPROL'],Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,CHEMBL166,success,398.35,,,,,,,,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130535,,,
CHEMBL_CHEMBL74415,CHEMBL74415,CANNABINOL,['CANNABINOL'],CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,CHEMBL74415,success,310.44,5.73,1.0,2.0,4.0,29.46,2.0,23.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130539,,,
CHEMBL_CHEMBL75094,CHEMBL75094,PRINOMASTAT,['PRINOMASTAT'],CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,CHEMBL75094,success,423.52,2.26,2.0,7.0,5.0,108.83,2.0,28.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130543,,,
CHEMBL_CHEMBL74355,CHEMBL74355,VOLINANSERIN,['VOLINANSERIN'],COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,CHEMBL74355,success,373.47,3.83,1.0,4.0,7.0,41.93,2.0,27.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130547,,,
CHEMBL_CHEMBL73822,CHEMBL73822,APAZIQUONE,['APAZIQUONE'],Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,CHEMBL73822,success,288.30,0.10,2.0,6.0,4.0,82.54,1.0,21.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130550,,,
CHEMBL_CHEMBL77921,CHEMBL77921,MEDETOMIDINE,['MEDETOMIDINE'],Cc1cccc(C(C)c2c[nH]cn2)c1C,CHEMBL77921,success,200.28,3.18,1.0,1.0,2.0,28.68,2.0,15.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130553,,,
CHEMBL_CHEMBL76688,CHEMBL76688,SIVELESTAT,['SIVELESTAT'],CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CHEMBL76688,success,434.47,2.25,3.0,6.0,7.0,138.87,2.0,30.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130557,,,
CHEMBL_CHEMBL75124,CHEMBL75124,NONIVAMIDE,['NONIVAMIDE'],CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,CHEMBL75124,success,293.41,3.77,2.0,3.0,10.0,58.56,1.0,21.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130561,,,
CHEMBL_CHEMBL80386,CHEMBL80386,IVOSPEMIN,['IVOSPEMIN'],CCNCC[C@H](O)CNCCCCNC[C@@H](O)CCNCC,CHEMBL80386,success,318.51,-0.33,6.0,6.0,17.0,88.58,0.0,22.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130564,,,
CHEMBL_CHEMBL77305,CHEMBL77305,RUBITECAN,['RUBITECAN'],CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,CHEMBL77305,success,393.36,1.99,1.0,8.0,2.0,124.56,3.0,29.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130567,,,
CHEMBL_CHEMBL80830,CHEMBL80830,BUCILLAMINE,['BUCILLAMINE'],CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,CHEMBL80830,success,223.32,0.19,4.0,4.0,4.0,66.40,0.0,13.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130576,,,
CHEMBL_CHEMBL82301,CHEMBL82301,VICRIVIROC,['VICRIVIROC'],COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CHEMBL82301,success,533.64,4.50,0.0,6.0,6.0,61.80,2.0,38.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130581,,,
CHEMBL_CHEMBL310671,CHEMBL310671,SACCHARIN,['SACCHARIN'],O=C1NS(=O)(=O)c2ccccc21,CHEMBL310671,success,183.19,0.12,1.0,3.0,0.0,63.24,1.0,12.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130584,,,
CHEMBL_CHEMBL312443,CHEMBL312443,GABOXADOL,['GABOXADOL'],Oc1noc2c1CCNC2,CHEMBL312443,success,140.14,0.03,2.0,4.0,0.0,58.29,1.0,10.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130588,,,
CHEMBL_CHEMBL84158,CHEMBL84158,TIAPRIDE,['TIAPRIDE'],CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,CHEMBL84158,success,328.43,1.17,1.0,5.0,8.0,75.71,1.0,22.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130592,,,
CHEMBL_CHEMBL82202,CHEMBL82202,PYRIDOXAL PHOSPHATE ANHYDROUS,['PYRIDOXAL PHOSPHATE ANHYDROUS'],Cc1ncc(COP(=O)(O)O)c(C=O)c1O,CHEMBL82202,success,247.14,0.52,3.0,5.0,4.0,116.95,1.0,16.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130595,,,
CHEMBL_CHEMBL85164,CHEMBL85164,CAMOSTAT MESILATE,['CAMOSTAT MESILATE'],CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,CHEMBL85164,success,494.53,1.39,3.0,6.0,7.0,134.81,2.0,29.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130599,,,
CHEMBL_CHEMBL85398,CHEMBL85398,THIAZOLIDINEDIONE,['THIAZOLIDINEDIONE'],O=C1CSC(=O)N1,CHEMBL85398,success,117.13,-0.03,1.0,3.0,0.0,46.17,0.0,7.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130603,,,
CHEMBL_CHEMBL83626,CHEMBL83626,SUCCINOBUCOL,['SUCCINOBUCOL'],CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OC(=O)CCC(=O)O)c(C(C)(C)C)c1,CHEMBL83626,success,616.93,9.97,2.0,6.0,8.0,83.83,2.0,42.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130608,,,
CHEMBL_CHEMBL87563,CHEMBL87563,GABEXATE,['GABEXATE'],CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,CHEMBL87563,success,321.38,1.81,3.0,5.0,9.0,114.50,1.0,23.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130612,,,
CHEMBL_CHEMBL1067,CHEMBL1067,LICARBAZEPINE,['LICARBAZEPINE'],NC(=O)N1c2ccccc2CC(O)c2ccccc21,CHEMBL1067,success,254.29,2.49,2.0,2.0,0.0,66.56,2.0,19.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130616,,,
CHEMBL_CHEMBL313006,CHEMBL313006,DALCETRAPIB,['DALCETRAPIB'],CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,CHEMBL313006,success,389.61,6.68,1.0,3.0,8.0,46.17,1.0,27.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130620,,,
CHEMBL_CHEMBL313971,CHEMBL313971,ZUCAPSAICIN,['ZUCAPSAICIN'],COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,CHEMBL313971,success,305.42,3.79,2.0,3.0,9.0,58.56,1.0,22.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130623,,,
CHEMBL_CHEMBL88712,CHEMBL88712,VELIFLAPON,['VELIFLAPON'],O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1,CHEMBL88712,success,361.44,5.17,1.0,3.0,6.0,59.42,3.0,27.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130627,,,
CHEMBL_CHEMBL91829,CHEMBL91829,RUBOXISTAURIN,['RUBOXISTAURIN'],CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL91829,success,468.56,3.51,1.0,6.0,2.0,68.50,4.0,35.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130631,,,
CHEMBL_CHEMBL93298,CHEMBL93298,AROTINOLOL,['AROTINOLOL'],CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,CHEMBL93298,success,371.55,2.81,3.0,7.0,7.0,88.24,2.0,23.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130633,,,
CHEMBL_CHEMBL94657,CHEMBL94657,PATUPILONE,['PATUPILONE'],C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,CHEMBL94657,success,507.69,4.48,2.0,8.0,2.0,109.25,1.0,35.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130637,,,
CHEMBL_CHEMBL96783,CHEMBL96783,XYLITOL,['XYLITOL'],OC[C@@H](O)[C@H](O)[C@@H](O)CO,CHEMBL96783,success,152.15,-2.95,5.0,5.0,4.0,101.15,0.0,10.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130640,,,
CHEMBL_CHEMBL1114,CHEMBL1114,THEOBROMINE,['THEOBROMINE'],Cn1cnc2c1c(=O)[nH]c(=O)n2C,CHEMBL1114,success,180.17,-1.04,1.0,5.0,0.0,72.68,2.0,13.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130644,,,
CHEMBL_CHEMBL95431,CHEMBL95431,CARBOXYAMIDOTRIAZOLE,['CARBOXYAMIDOTRIAZOLE'],NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,CHEMBL95431,success,424.68,3.20,2.0,6.0,5.0,116.89,3.0,27.0,0,,,,3.0,Phase_3.0,,chembl_robust,Small molecule,2025-09-01T16:06:03.130647,,,
