compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL13,METOPROLOL,['METOPROLOL'],COCCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL13,success,267.37,1.61,2.0,4.0,9.0,50.72,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469464,,,1.0
CHEMBL_CHEMBL411,DIETHYLSTILBESTROL,['DIETHYLSTILBESTROL'],CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL411,success,268.36,4.83,2.0,2.0,4.0,40.46,2.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469467,,,1.0
CHEMBL_CHEMBL267936,MECAMYLAMINE,['MECAMYLAMINE'],CNC1(C)C2CCC(C2)C1(C)C,CHEMBL267936,success,167.30,2.42,1.0,1.0,1.0,12.03,0.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469470,,,1.0
CHEMBL_CHEMBL14,CARBACHOL,['CARBACHOL'],C[N+](C)(C)CCOC(N)=O.[Cl-],CHEMBL14,success,182.65,-0.21,1.0,2.0,3.0,52.32,0.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469473,,,1.0
CHEMBL_CHEMBL16,PHENYTOIN,['PHENYTOIN'],O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL16,success,252.27,1.77,2.0,2.0,2.0,58.20,2.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469476,,,1.0
CHEMBL_CHEMBL413,SIROLIMUS,['SIROLIMUS'],CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL413,success,914.19,6.18,3.0,13.0,6.0,195.43,0.0,65.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469481,,,1.0
CHEMBL_CHEMBL269732,TACROLIMUS ANHYDROUS,['TACROLIMUS ANHYDROUS'],C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CHEMBL269732,success,804.03,4.64,3.0,12.0,7.0,178.36,0.0,57.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469484,,,1.0
CHEMBL_CHEMBL415,CLOMIPRAMINE,['CLOMIPRAMINE'],CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CHEMBL415,success,314.86,4.53,0.0,2.0,4.0,6.48,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469488,,,1.0
CHEMBL_CHEMBL416,METHOXSALEN,['METHOXSALEN'],COc1c2occc2cc2ccc(=O)oc12,CHEMBL416,success,216.19,2.55,0.0,4.0,1.0,52.58,3.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469491,,,1.0
CHEMBL_CHEMBL17,DICHLORPHENAMIDE,['DICHLORPHENAMIDE'],NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,CHEMBL17,success,305.16,0.29,2.0,4.0,2.0,120.32,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469494,,,1.0
CHEMBL_CHEMBL18,ETHOXZOLAMIDE,['ETHOXZOLAMIDE'],CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CHEMBL18,success,258.32,1.34,1.0,5.0,3.0,82.28,2.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469497,,,1.0
CHEMBL_CHEMBL417,EPIRUBICIN,['EPIRUBICIN'],COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,CHEMBL417,success,543.53,0.00,6.0,12.0,5.0,206.07,2.0,39.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469501,,,1.0
CHEMBL_CHEMBL19,METHAZOLAMIDE,['METHAZOLAMIDE'],CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL19,success,236.28,-1.42,1.0,6.0,1.0,107.41,1.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469504,,,1.0
CHEMBL_CHEMBL20,ACETAZOLAMIDE,['ACETAZOLAMIDE'],CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL20,success,222.25,-0.86,2.0,6.0,2.0,115.04,1.0,13.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469507,,,1.0
CHEMBL_CHEMBL419,MAFENIDE,['MAFENIDE'],NCc1ccc(S(N)(=O)=O)cc1,CHEMBL419,success,186.24,-0.21,2.0,3.0,2.0,86.18,1.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469510,,,1.0
CHEMBL_CHEMBL21,SULFANILAMIDE,['SULFANILAMIDE'],Nc1ccc(S(N)(=O)=O)cc1,CHEMBL21,success,172.21,-0.08,2.0,3.0,1.0,86.18,1.0,11.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469513,,,1.0
CHEMBL_CHEMBL420,GUANABENZ,['GUANABENZ'],N=C(N)N/N=C/c1c(Cl)cccc1Cl,CHEMBL420,success,231.09,1.81,3.0,2.0,2.0,74.26,1.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469517,,,1.0
CHEMBL_CHEMBL22,TRIMETHOPRIM,['TRIMETHOPRIM'],COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,success,290.32,1.26,2.0,7.0,5.0,105.51,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469520,,,1.0
CHEMBL_CHEMBL6966,VERAPAMIL,['VERAPAMIL'],COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL6966,success,454.61,5.09,0.0,6.0,13.0,63.95,2.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469523,,,1.0
CHEMBL_CHEMBL421,SULFASALAZINE,['SULFASALAZINE'],O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CHEMBL421,success,398.40,3.70,3.0,7.0,6.0,141.31,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469525,,,1.0
CHEMBL_CHEMBL6466,COUMARIN,['COUMARIN'],O=c1ccc2ccccc2o1,CHEMBL6466,success,146.14,1.79,0.0,2.0,0.0,30.21,2.0,11.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469528,,,1.0
CHEMBL_CHEMBL23,DILTIAZEM,['DILTIAZEM'],COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL23,success,414.53,3.37,0.0,6.0,6.0,59.08,2.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469533,,,1.0
CHEMBL_CHEMBL24,ATENOLOL,['ATENOLOL'],CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CHEMBL24,success,266.34,0.45,3.0,4.0,8.0,84.58,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469536,,,1.0
CHEMBL_CHEMBL422,TRIFLUOPERAZINE,['TRIFLUOPERAZINE'],CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL422,success,407.51,4.95,0.0,4.0,4.0,9.72,2.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469543,,,1.0
CHEMBL_CHEMBL26,SULPIRIDE,['SULPIRIDE'],CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CHEMBL26,success,341.43,0.56,2.0,5.0,6.0,101.73,1.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469547,,,1.0
CHEMBL_CHEMBL423,BETAXOLOL,['BETAXOLOL'],CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CHEMBL423,success,307.43,2.39,2.0,4.0,11.0,50.72,1.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469551,,,1.0
CHEMBL_CHEMBL424,SALICYLIC ACID,['SALICYLIC ACID'],O=C(O)c1ccccc1O,CHEMBL424,success,138.12,1.09,2.0,2.0,1.0,57.53,1.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469553,,,1.0
CHEMBL_CHEMBL425,OLSALAZINE,['OLSALAZINE'],O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,CHEMBL425,success,302.24,2.91,4.0,6.0,4.0,139.78,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469556,,,1.0
CHEMBL_CHEMBL27,PROPRANOLOL,['PROPRANOLOL'],CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,success,259.35,2.58,2.0,3.0,6.0,41.49,2.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469560,,,1.0
CHEMBL_CHEMBL6995,PRACTOLOL,['PRACTOLOL'],CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL6995,success,266.34,1.38,3.0,4.0,7.0,70.59,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469563,,,1.0
CHEMBL_CHEMBL427,MECHLORETHAMINE,['MECHLORETHAMINE'],CN(CCCl)CCCl,CHEMBL427,success,156.06,1.40,0.0,1.0,4.0,3.24,0.0,8.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469567,,,1.0
CHEMBL_CHEMBL29,BENZYLPENICILLIN,['BENZYLPENICILLIN'],CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL29,success,334.40,0.86,2.0,4.0,4.0,86.71,1.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469570,,,1.0
CHEMBL_CHEMBL428,TROVAFLOXACIN,['TROVAFLOXACIN'],N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,CHEMBL428,success,416.36,1.89,2.0,6.0,3.0,101.45,3.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469573,,,1.0
CHEMBL_CHEMBL30,CIMETIDINE,['CIMETIDINE'],CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CHEMBL30,success,252.35,0.60,3.0,4.0,5.0,88.89,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469576,,,1.0
CHEMBL_CHEMBL31,GATIFLOXACIN,['GATIFLOXACIN'],COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL31,success,375.40,1.98,2.0,6.0,4.0,83.80,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469579,,,1.0
CHEMBL_CHEMBL429,LABETALOL,['LABETALOL'],CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CHEMBL429,success,328.41,2.14,4.0,4.0,8.0,95.58,2.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469582,,,1.0
CHEMBL_CHEMBL32,MOXIFLOXACIN,['MOXIFLOXACIN'],COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL32,success,401.44,2.37,2.0,6.0,4.0,83.80,2.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469587,,,1.0
CHEMBL_CHEMBL33,LEVOFLOXACIN ANHYDROUS,['LEVOFLOXACIN ANHYDROUS'],C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL33,success,361.37,1.54,1.0,6.0,2.0,75.01,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469591,,,1.0
CHEMBL_CHEMBL430,GEMIFLOXACIN,['GEMIFLOXACIN'],CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CHEMBL430,success,389.39,0.97,2.0,8.0,5.0,123.04,2.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469594,,,1.0
CHEMBL_CHEMBL431,SPIRAPRIL,['SPIRAPRIL'],CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,CHEMBL431,success,466.63,2.39,2.0,7.0,9.0,95.94,1.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469597,,,1.0
CHEMBL_CHEMBL433,VALPROATE SODIUM,['VALPROATE SODIUM'],CCCC(CCC)C(=O)[O-].[Na+],CHEMBL433,success,166.20,2.29,1.0,1.0,5.0,37.30,0.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469601,,,1.0
CHEMBL_CHEMBL434,ISOPROTERENOL,['ISOPROTERENOL'],CC(C)NCC(O)c1ccc(O)c(O)c1,CHEMBL434,success,211.26,1.13,4.0,4.0,4.0,72.72,1.0,15.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469607,,,1.0
CHEMBL_CHEMBL435,HYDROCHLOROTHIAZIDE,['HYDROCHLOROTHIAZIDE'],NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CHEMBL435,success,297.75,-0.35,3.0,5.0,1.0,118.36,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469610,,,1.0
CHEMBL_CHEMBL35,FUROSEMIDE,['FUROSEMIDE'],NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,success,330.75,1.89,3.0,5.0,5.0,122.63,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469614,,,1.0
CHEMBL_CHEMBL36,PYRIMETHAMINE,['PYRIMETHAMINE'],CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,success,248.72,2.52,2.0,4.0,2.0,77.82,2.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469618,,,1.0
CHEMBL_CHEMBL436,TOLRESTAT,['TOLRESTAT'],COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,CHEMBL436,success,357.35,3.56,1.0,3.0,4.0,49.77,2.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469621,,,1.0
CHEMBL_CHEMBL437,SULFATHIAZOLE,['SULFATHIAZOLE'],Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CHEMBL437,success,255.32,1.53,2.0,5.0,3.0,85.08,2.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469626,,,1.0
CHEMBL_CHEMBL438,SULFAMERAZINE,['SULFAMERAZINE'],Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL438,success,264.31,1.17,2.0,5.0,3.0,97.97,2.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469629,,,1.0
CHEMBL_CHEMBL439,SULFADIAZINE,['SULFADIAZINE'],Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CHEMBL439,success,250.28,0.86,2.0,5.0,3.0,97.97,2.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469633,,,1.0
CHEMBL_CHEMBL440,THIAMYLAL,['THIAMYLAL'],C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,CHEMBL440,success,254.35,1.52,2.0,3.0,5.0,58.20,0.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469637,,,1.0
CHEMBL_CHEMBL441,THIOPENTAL,['THIOPENTAL'],CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CHEMBL441,success,242.34,1.35,2.0,3.0,4.0,58.20,0.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469640,,,1.0
CHEMBL_CHEMBL268164,CYCLOBARBITAL,['CYCLOBARBITAL'],CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CHEMBL268164,success,236.27,1.25,2.0,3.0,2.0,75.27,0.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469644,,,1.0
CHEMBL_CHEMBL442,ERGOTAMINE,['ERGOTAMINE'],CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL442,success,581.67,1.99,3.0,6.0,4.0,118.21,3.0,43.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469647,,,1.0
CHEMBL_CHEMBL38,TRETINOIN,['TRETINOIN'],CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CHEMBL38,success,300.44,5.60,1.0,1.0,5.0,37.30,0.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469650,,,1.0
CHEMBL_CHEMBL7413,METHOHEXITAL,['METHOHEXITAL'],C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,CHEMBL7413,success,262.31,1.31,1.0,3.0,3.0,66.48,0.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469654,,,1.0
CHEMBL_CHEMBL40,PHENOBARBITAL,['PHENOBARBITAL'],CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CHEMBL40,success,232.24,0.70,2.0,3.0,2.0,75.27,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469657,,,1.0
CHEMBL_CHEMBL41,FLUOXETINE,['FLUOXETINE'],CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CHEMBL41,success,309.33,4.44,1.0,2.0,6.0,21.26,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469660,,,1.0
CHEMBL_CHEMBL443,SULFAMETHOXAZOLE,['SULFAMETHOXAZOLE'],Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CHEMBL443,success,253.28,1.37,2.0,5.0,3.0,98.22,2.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469664,,,1.0
CHEMBL_CHEMBL444,BARBITAL,['BARBITAL'],CCC1(CC)C(=O)NC(=O)NC1=O,CHEMBL444,success,184.19,0.16,2.0,3.0,2.0,75.27,0.0,13.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469668,,,1.0
CHEMBL_CHEMBL42,CLOZAPINE,['CLOZAPINE'],CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,success,326.83,3.72,1.0,4.0,0.0,30.87,2.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469671,,,1.0
CHEMBL_CHEMBL445,NORTRIPTYLINE,['NORTRIPTYLINE'],CNCCC=C1c2ccccc2CCc2ccccc21,CHEMBL445,success,263.38,3.83,1.0,1.0,3.0,12.03,2.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469674,,,1.0
CHEMBL_CHEMBL446,SULFAMETHAZINE,['SULFAMETHAZINE'],Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL446,success,278.34,1.48,2.0,5.0,3.0,97.97,2.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:38.469678,,,1.0
